title,Departments,keywords
Evaluating Education in Japan: Why Juku Schools May be Threatening a Child's Ability to Succeed and Increasing the Income Inequality Gap,Business Economics; Philosophy,"Japan, Education, Philosophy of Education, Economics of Education"
Experimentally and Computationally Determining the Theoretical Aqueous pKa of Three UV-Absorbing Benzophenone Derivatives,Chemical Physics,"benzophenone, dual solvent systems, sunscreen, spectrophotometric titration, explicit water computation"
Analysis of the Correlation Length Amplitude of Nitrobenzene and Dodecane Binary-Fluid Solution,Chemical Physics,"chemical physics, physics, turbidity, correlation length, light scattering, chemistry, nitrobenzene, dodecane"
The Quantitative Determination of Antidepressants and their Primary Degradation Products in Pre and Post “Quasar” treatment and in Lagoon Sludge Destined for Land Application,Chemistry,"Antidepressants, wastewater treatment"
Preparation of the Bip Ligand For Use in a Photo and Metallo Responsive Polymer,Chemistry,"bip ligand, azobenzene, polymer, stimuli responsive"
Investigating the Host-Guest Chemistry of Calixarene Capped Azobenzene,Chemistry,"calixarene, azobenzene, host-guest, host, guest, cca"
Toward an ether-functionalized calix[4]arene for improved solubility in polar solvents,Chemistry,"calixarene, functionalization, solubility"
Synthesis and Characterization of Pt(II) and Re(V) Complexes As Potential Anti-Tumor Complexes,Chemistry,cancer research
Pre-G.I.L.S. (Guided Inquiry Learning Sessions): Supplemental Instruction For Introductory Chemistry 110,Chemistry,"chemical education, supplemental instruction, pre-g.i.l.s."
Photochemical Decomposition of Oxalate in the Presence of OH Radicals,Chemistry,"chemistry, rate constant, kinetics, oxalate, hydrogen peroxide"
Synthesis of Monomeric Precursors for an Electroluminescent Polymer-Crown Ether: Polymerization via Acyclic Diene Metathesis,Chemistry,"chemistry, wittig reaction, synthesis, acyclic diene metathesis, oled"
Dosing on Demand: Enhanced Ibuprofen Release by an Organosilica Encapsulant,Chemistry,"Drug Delivery System, Swellable Organosilica, Osorb"
Structure-Function Analysis of 6-Hydroxynicotinate 3-Monooxygenase (Nicc),Chemistry,"enzyme kinetics, biochemistry"
Impact of Solvent Upon the Photo-Induced Chemistry of 1-Acylaminoanthraquinones,Chemistry,"esipt, 1-acylaminoanthraquinones, photo-induced chemistry"
"Synthesis, Characterization, and Anti-Tumor Studies of Gold(III) Bipyridine Derivative Coordinated Complexes",Chemistry,"gold(iii) coordinated complexes, antitumor properties"
Towards the Synthesis of Fret-Hairpin Polyamide Conjugates,Chemistry,hairpin polyamide
Toward an Efficient Synthesis of N-Substituted Hydroxypyrrole Monomers,Chemistry,"hairpin polyamide, FRET conjugate, hydroxypyrrole"
Towards the Optimization of Amide Bond Coupling in the Synthesis of FRET Enabled Hairpin Polyamides,Chemistry,"hairpin polyamides, optimization, pyrrole"
Spectroscopic Study of Excited State Intramolecular Charge Transfer of Various Ethyl 4-(Dimethylamino)Benzoate Derivatives,Chemistry,"intramolecular charge transfer, physical chemistry, thermodynamics and kinetics"
A Spectroscopic Study of Excited State Intramolecular Charge Transfer of Newly  Synthesized Ethyl 4-(Dimethylamino) Benzoate Derivatives,Chemistry,intramolecular charge transfers
Kinetics and Mechanism of the Reaction Between Oxalic Acid Species and Hydroxyl Radical,Chemistry,"kinetics, oxalic acid, hydroxyl radical"
The Effects of pH on the Hydroxyl Radical Reaction with Aqueous Malonic Acid,Chemistry,"Malonic Acid, Effect of pH, Hydroxyl Radical"
Synthetic Strategy Used to Create a Photo-Responsive Macromonomer,Chemistry,"metallo-supramolecular polymer, stimuli-responsive material, synthesis"
Microfluidic Fluorescence Detection of the Intracellular Lead Uptake Properties of Caulobacter crescentus,Chemistry,"microfluidic, fluorescence, caulobacter crescentus, lead, analytical chemistry, environmental chemistry"
"Modification of Swellable Organically Modified Silica (SOMS) For Removal of Phenol & Methanol in Produced Water and How South Sudan Can Avoid ""Oil Curse"" Associated With Oil-Rich Third World Countries",Chemistry,modification of osorb and resource curse
Measurement of Glacial Meltwater Outflow Through Water Analysis For Geohazard Recognition,Chemistry,"nisqually glacier and river, geochemistry, jã¶kulhlaup, soluble analytes, utilization of a real time method to test for glacial stagnation would afford researchers the opportunity to predict jã¶kulhlaups, glacial outflow signal"
Improved Synthesis of the Proposed Phosphatidylserine Analog Cyclohexylphosphoserine via the H-Phosphonate Approach,Chemistry,"organic synthesis, medicinal chemistry, phospholipid, phosphatidylserine, blood coagulation, apoptosis, drug design, calcium, annexin v, annexin a5, lipid bilayer, glycerophospholipid, targeted drug delivery"
Investigating the Hydrogenphosphonate Diester Intermediate of a Potential Phosphatidylserine Analog: Cyclohexylphosphoserine,Chemistry,"Phosphatidylserine, Phosphatidylserine Lipid Analog, PLA, H-Phosphonate, Phosphate, Phosphonate"
"Synthesis of the Proposed Phosphatidylserine Analogs: 4-tert-butylcyclohexylphosphoserine and trans-1,4-cyclohexyldiphosphoserine",Chemistry,PLA
"Degradation Analysis of Sertraline, Venlafaxine, and Triclocarban in Treated Aerobic Sludge",Chemistry,"ppcps, degradation, sludge"
Development of Azobenzocrown Ethers as Selective Photoresponsive Supramolecular Host by way of a Novel Photoassisted Synthetic Step,Chemistry,"supramolecular, crown ethers, photoisomerization, synthesis, azobenzene"
Metal-Organosilica Composites For in Situ Chlorinated Solvent and Polychlorinated Biphenyl Remediation,Chemistry,"tce, groundwater, zero valent metals, in situ"
The Ultraviolet Photochemistry of Aqueous Oxalate Species,Chemistry,"uv photochemistry, oxalate, water disinfection"
"Effexor® Concentrations in Bluegill Sunfish Liver, Brain, Muscle and Plasma Samples",Chemistry,venlafaxine and norvenlafaxine
Quantitative Determination of Select Antidepressants and Their Primary Degradation Products in Lagoon Sludge and Biosolid-Amended Soil via LC-MS/MS Analysis,Chemistry,"wastewater treatment processes, pharmaceuticals and personal care products, antidepressants, liquid chromatography-tandem mass spectrometry, lagoon sludge"
"A Theoretical and Experimental Investigation of the Dimerization of Oxalic Acid, a Potential Reaction Within Secondary Organic Aerosols",Chemistry; Mathematics,"chemistry, mathematics"
"During the Time of Non-Stop Creation, You Travel to the Past and the Future: An Exploration of Beijing’s Underground Music and Its Relationship with Modern China",Chinese Studies,"beijing, music, underground"
What Is Chinese Identity? An Assessment of How Modernity and Western Culture Has Impacted Chinese Identity,Chinese Studies,"China, identity, Hong Kong, Taiwan"
"“_____”_____________ “Hey, gay person!” Chinese Electronic Media and Homosexual Space",Chinese Studies,"China, lesbian, electronic media, space, Chinese"
Three Appearances of Literary Youth and a New Definition,Chinese Studies,"chinese, poetry, cultural revolution, literary analysis"
China’s Communist Revolution and History In Film: _____________,Chinese Studies,"Cultural Revolution, long march, Mao Zedong"
"What Does Modernity Smell Like: An Analysis on Fragrance Advertising in Modern China - An Analysis on Fragrance Advertising in China, 1911-2013",Chinese Studies; History,"fragrance, advertising, women, hygiene"
"Warlordism, Opium, and Party Purges: the Guomindang's Use of Shanghai's Green Gang in Efforts of National Unification During the Late 1920s",Chinese Studies; History,"republican china, guomindang, chiang kai-shek, green gang, secret society, warlord, chinese, modern china, history, opium, communism, gangster, national unification, shanghai, 1920s"
"Sino-African Relations: Various Media Perspectives and  The Impact of Chinese FDI	on African Inequality",Chinese Studies; International Relations,chinaafrique
The Dao that can be Spoken is not the Eternal Dao: National Role Conceptions and the Effects on Chinese Foreign Policy Behavior,Chinese Studies; International Relations,"international relations, foreign policy, china, role theory, national role conceptions"
A Study of Modern Geometries and Felix Klein's Erlanger Programm,Chinese Studies; Mathematics,"hyperbolic geometry, modern geometry, erlanger programm, elliptic geometry, mobius geometry"
A Modern Approach: Teaching Rape in Roman New Comedy,Classical Studies,"Classics, Comedy, Rome, Aulularia, Hecyra, Plautus, Terence"
Domitian's Rome: the Urban Image Built and Written,Classical Studies,"domitian, martial, statius, urban image, rome, philhellenism, architecture, literature"
"Comedy Tomorrow, Tragedy Tonight: Euripides' Choral Innovations in Greek Tragedy",Classical Studies,"euripides, greek tragedy, the chorus, greek, classical languages"
Tunics and Tights: An Analysis of Ancient Greek Heroes in Modern Comics,Classical Studies,heroes
Almost Roman: An Examination of the Wealthy Freedman in Early Imperial Rome,Classical Studies,"Nero, Trimalchio, freedman, Tacitus, Petronius, Epaphroditus"
The Lost Letters of Calpurnia: An Epistolary Novella Based on the Life of Pliny the Younger's Wife,Classical Studies; English,"epistolary novella, calpurnia, roman letter collection"
"Let's Talk About Me: a Habermasian Investigation of Discourse in Aristophanes' ""Birds"" and ""Ecclesiazusae""",Classical Studies; Political Science,"habermas, aristophanes, birds, ecclesiazusae, assemblywomen"
Effective Pain Management in the Reduction of Addictive Behaviors: A Review of Greek Theories with Modern Implication,Classical Studies; Psychology,"substance use, addiction, progressive relaxation, cognitive coping, pain, chronic pain"
"Myth, Ritual, and Symbol and the Theory of ""Invented Tradition"" As Applied to the Worship of Dionysos/Dionysus Across Space and Time",Classical Studies; Sociology and Anthropology,"dionysus, neopaganism, classical greece, imperial rome, turner, myerhoff, hobsbawm, invented tradition"
Class Humor in Menander's Dyskolos,Classical Studies; Sociology and Anthropology,"menander, dyksolos, comedy, greek"
I Just Want to Be Heard: An Analysis of the Concerns of Parents Who Have Children Using High-Tech Augmentative and Alternative Communication Devices,Communication,"aac, speech, devices"
"Parents’ Perceptions of the Effectiveness of Involvement in Adaptive Sports on the Communicative, Motor, and Social Development of Children with Autism Spectrum Disorder",Communication,"adaptive sports, autism spectrum disorder, parents’ perceptions"
Chanel and Dior: A Comparative Analysis of High Fashion Advertisements,Communication,"advertisement, fashion"
The Grey Area: Using Film to Educate Independent Music Artists in Practices of Branding and Promotion,Communication,"art, music, business, management, media, communication, identity, rhetoric, film, organization, economics, theatre, branding, marketing, promotion, music industry, independent music, entrepreneurship"
What Works?: An Examination of Approaches Used to Remediate Highly Unintelligible Speech From the Perspective of Speech-Language Pathologists,Communication,"articulation disorder, phonological disorder, intervention, highly unintelligible speech"
Waiting on the World to Change: a Study of Professors' and Disability Support Staff Members' Knowledge of Asperger's Syndrome,Communication,"asperger's syndrome, knowledge of asperger's syndrome, post-secondary institutions, college students with asperger's syndrome"
"Enhancing Team Communication: Investigating The Accommodations Athletes with a Hearing Loss Use While Competing on ""Hearing"" Collegiate Teams",Communication,"athlete, hearing loss, accommodation, communication, team"
